SCREEN50HEADER,"Headings for league table
Represents 'Played', 'Won', 'Drawn', 'Lost', 'For', 'Against', 'Points' ",P  W  D   L  F   A  Pts,,,,,,,,,,,,,,,,,,,,,,,
SCREEN92,,Team Of The Week,,,,,,,,,,,,,,,,,,,,,,,
SCREENHEADER0502,,Injury / Suspension,,,,,,,,,,,,,,,,,,,,,,,
SCREENHEADER0503,,Wage   Contract,,,,,,,,,,,,,,,,,,,,,,,
SCREENHEADER0504,"Abbreviation of 'Appearences', 'Goals' and 'Discipline'",%  App  Gls Disc,,,,,,,,,,,,,,,,,,,,,,,
SCREENHEADER3301,"Abbreviations of 'Yellow', 'Red'",Yell Red Total,,,,,,,,,,,,,,,,,,,,,,,
SCREENHEADER3302,Abbreviation of 'League',Leag Cup Total,,,,,,,,,,,,,,,,,,,,,,,
SELECTCOUNTRY,,Select Country,,,,,,,,,,,,,,,,,,,,,,,
SELLONFEE,,Sell on Fee,,,,,,,,,,,,,,,,,,,,,,,
SETPIECES,,Set Pieces,,,,,,,,,,,,,,,,,,,,,,,
SIGNINGONFEE,,Signing On Fee,,,,,,,,,,,,,,,,,,,,,,,
SKILL6,,Skill,,,,,,,,,,,,,,,,,,,,,,,
SKILLINVALID,,'Max Skill' must be greater than 'Min Skill',,,,,,,,,,,,,,,,,,,,,,,
SOUNDFX,,Sound Effects,,,,,,,,,,,,,,,,,,,,,,,
STAD_NOYEAR,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,
STRING3601I,,Skills,,,,,,,,,,,,,,,,,,,,,,,
STRING3601T,,5 a side,,,,,,,,,,,,,,,,,,,,,,,
STRING3602I,,Pace,,,,,,,,,,,,,,,,,,,,,,,
STRING3602T,,Tactics,,,,,,,,,,,,,,,,,,,,,,,
STRING3603I,,Strength,,,,,,,,,,,,,,,,,,,,,,,
STRING3603T,,Set Pieces,,,,,,,,,,,,,,,,,,,,,,,
STRING3604T,,Free Time,,,,,,,,,,,,,,,,,,,,,,,
STYLEOFPLAY,,Style Of Play,,,,,,,,,,,,,,,,,,,,,,,
SUBS32,,Subs,,,,,,,,,,,,,,,,,,,,,,,
SUPSENDED,Abbreviation of 'Suspended',Sus 1 match,,,,,,,,,,,,,,,,,,,,,,,
SUREOVERWRITE,,Are you sure you wish to overwrite this game?,,,,,,,,,,,,,,,,,,,,,,,
SUSPENDED,,%s is suspended for the next match.,,,,,,,,,,,,,,,,,,,,,,,
SUSPENSIONDETAIL,,Suspended for next match,,,,,,,,,,,,,,,,,,,,,,,
SUSPENSIONDETAILS,,Suspended for %d matches,,,,,,,,,,,,,,,,,,,,,,,
TAB_HOMEPAGE,,Test,,,,,,,,,,,,,,,,,,,,,,,
TAB0501,,Skill,,,,,,,,,,,,,,,,,,,,,,,
TAB0502,,Status,,,,,,,,,,,,,,,,,,,,,,,
TAB0503,Abbrevation of 'Finance',Finan,,,,,,,,,,,,,,,,,,,,,,,
TAB0504,,Stats,,,,,,,,,,,,,,,,,,,,,,,
TAB0801,,Wage,,,,,,,,,,,,,,,,,,,,,,,
TAB0802,,Date,,,,,,,,,,,,,,,,,,,,,,,
TAB1101,,Club,,,,,,,,,,,,,,,,,,,,,,,
TAB1102,,Country,,,,,,,,,,,,,,,,,,,,,,,
TAB1701,,Time Line,,,,,,,,,,,,,,,,,,,,,,,
TAB2601,,Week,,,,,,,,,,,,,,,,,,,,,,,
TAB2602,,Year,,,,,,,,,,,,,,,,,,,,,,,
TAB3101,,Ratings,,,,,,,,,,,,,,,,,,,,,,,
TAB3102,,Events,,,,,,,,,,,,,,,,,,,,,,,
TAB3601,,Team,,,,,,,,,,,,,,,,,,,,,,,
TAB3602,,Individual,,,,,,,,,,,,,,,,,,,,,,,
TAB5001,,League,,,,,,,,,,,,,,,,,,,,,,,
TAB5002,,Form,,,,,,,,,,,,,,,,,,,,,,,
TAB5003,,Home,,,,,,,,,,,,,,,,,,,,,,,
TAB5004,,Away,,,,,,,,,,,,,,,,,,,,,,,
TAB5005,,Disc,,,,,,,,,,,,,,,,,,,,,,,
TAB6101,,Stats,,,,,,,,,,,,,,,,,,,,,,,
TAB6102,,Personal,,,,,,,,,,,,,,,,,,,,,,,
TAB6103,,Career,,,,,,,,,,,,,,,,,,,,,,,
TAB6104,Abbreviation of 'Availablity',Avail,,,,,,,,,,,,,,,,,,,,,,,
TAB6501,Abbreviation of 'Commentary',Comm,,,,,,,,,,,,,,,,,,,,,,,
TAB6502,,Skill,,,,,,,,,,,,,,,,,,,,,,,
TAB6503,,Teams,,,,,,,,,,,,,,,,,,,,,,,
TAB6504,,Events,,,,,,,,,,,,,,,,,,,,,,,
TAB6506,,Subs,,,,,,,,,,,,,,,,,,,,,,,
TACTIC,,Tactic,,,,,,,,,,,,,,,,,,,,,,,
TAKINGCORNERS,,Taking Corners,,,,,,,,,,,,,,,,,,,,,,,
TEAM32,,Teams,,,,,,,,,,,,,,,,,,,,,,,
TIME,,Time :,,,,,,,,,,,,,,,,,,,,,,,
TRANSFER,Abbrevation of 'Transfer',Tran,,,,,,,,,,,,,,,,,,,,,,,
TRANSFEREXPEND,Abbreviation of 'Expenditure',Transfer Expen,,,,,,,,,,,,,,,,,,,,,,,
UNLISTEDPLAYERS,,Unlisted Players,,,,,,,,,,,,,,,,,,,,,,,
VALUEINVALID,,'Max Value' must be greater than 'Min Value',,,,,,,,,,,,,,,,,,,,,,,
VENUE,,Venue :,,,,,,,,,,,,,,,,,,,,,,,
VERSUS,,Versus,,,,,,,,,,,,,,,,,,,,,,,
VIEWMATCH,,View Match,,,,,,,,,,,,,,,,,,,,,,,
VIEWYOUTHINFO,,Youth Info,,,,,,,,,,,,,,,,,,,,,,,
WEEKSLOAN,,Weeks Loan,,,,,,,,,,,,,,,,,,,,,,,
WONTRENEWWANTSRANSFER,,%s will is not willing to extend his contract and he is seeking a transfer.,,,,,,,,,,,,,,,,,,,,,,,
YOUTHS,,Youth Contracts (%d),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,No translation required,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
334,,3-3-4,,,,,,,,,,,,,,,,,,,,,,,
343,,3-4-3,,,,,,,,,,,,,,,,,,,,,,,
352,,3-5-2,,,,,,,,,,,,,,,,,,,,,,,
424,,4-2-4,,,,,,,,,,,,,,,,,,,,,,,
433,,4-3-3,,,,,,,,,,,,,,,,,,,,,,,
442,,4-4-2,,,,,,,,,,,,,,,,,,,,,,,
451,,4-5-1,,,,,,,,,,,,,,,,,,,,,,,
523,,5-2-3,,,,,,,,,,,,,,,,,,,,,,,
532,,5-3-2,,,,,,,,,,,,,,,,,,,,,,,
541,,5-4-1,,,,,,,,,,,,,,,,,,,,,,,
AWAY,,(A),,,,,,,,,,,,,,,,,,,,,,,
AWAYOPPONENTS,,A,,,,,,,,,,,,,,,,,,,,,,,
CURRENTFORMDRAWN,,D,,,,,,,,,,,,,,,,,,,,,,,
CURRENTFORMLOST,,L,,,,,,,,,,,,,,,,,,,,,,,
CURRENTFORMNOTPLAYED,,-,,,,,,,,,,,,,,,,,,,,,,,
CURRENTFORMWON,,W,,,,,,,,,,,,,,,,,,,,,,,
GOALEVENTTIME,,%s %d,,,,,,,,,,,,,,,,,,,,,,,
HIGHABBR,,H,,,,,,,,,,,,,,,,,,,,,,,
HOME,,(H),,,,,,,,,,,,,,,,,,,,,,,
HOMEOPPONENTS,,H,,,,,,,,,,,,,,,,,,,,,,,
LOWABBR,,L,,,,,,,,,,,,,,,,,,,,,,,
PLAYERANDCLUB,,%s (%s),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,HELP TEXT,,,,,,,,,,,,,,,,,,,,,,,,
HELP_OPTIONS,To be replaced by text from HelpText document,HELP_OPTIONS,,,,,,,,,,,,,,,,,,,,,,,
HELP_STATUSNEWS,,HELP_STATUSNEWS,,,,,,,,,,,,,,,,,,,,,,,
HELP_SQUAD,,HELP_SQUAD,,,,,,,,,,,,,,,,,,,,,,,
HELP_TACTICS,,HELP_TACTICS,,,,,,,,,,,,,,,,,,,,,,,
HELP_TRAINING,,HELP_TRAINING,,,,,,,,,,,,,,,,,,,,,,,
HELP_CLUBFIXTURES,,HELP_CLUBFIXTURES,,,,,,,,,,,,,,,,,,,,,,,
HELP_LEAGUEFIXTURES,,HELP_LEAGUEFIXTURES,,,,,,,,,,,,,,,,,,,,,,,
HELP_LEAGUEFORMTABLES,,HELP_LEAGUEFORMTABLES,,,,,,,,,,,,,,,,,,,,,,,
HELP_CUPFIXTURES,,HELP_CUPFIXTURES,,,,,,,,,,,,,,,,,,,,,,,
HELP_CUPSCHEDULES,,HELP_CUPSCHEDULES,,,,,,,,,,,,,,,,,,,,,,,
HELP_LEADINGPLAYERTABLE,,HELP_LEADINGPLAYERTABLE,,,,,,,,,,,,,,,,,,,,,,,
HELP_TRANSFERLIST,,HELP_TRANSFERLIST,,,,,,,,,,,,,,,,,,,,,,,
HELP_CLUBRECORDS,,HELP_CLUBRECORDS,,,,,,,,,,,,,,,,,,,,,,,
HELP_ACCOUNTS,,HELP_ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,
HELP_WAGES,,HELP_WAGES,,,,,,,,,,,,,,,,,,,,,,,
HELP_JOBCENTRE,,HELP_JOBCENTRE,,,,,,,,,,,,,,,,,,,,,,,
HELP_YOUTHSQUAD,,HELP_YOUTHSQUAD,,,,,,,,,,,,,,,,,,,,,,,
HELP_MATCHINTRO,,HELP_MATCHINTRO,,,,,,,,,,,,,,,,,,,,,,,
HELP_MATCHSCREEN,,HELP_MATCHSCREEN,,,,,,,,,,,,,,,,,,,,,,,
HELP_MATCHREPORT,,HELP_MATCHREPORT,,,,,,,,,,,,,,,,,,,,,,,
HELP_INCOMINGOFFER,,HELP_INCOMINGOFFER,,,,,,,,,,,,,,,,,,,,,,,
HELP_PLAYERPROFILE,,HELP_PLAYERPROFILE,,,,,,,,,,,,,,,,,,,,,,,
HELP_YOUTHPROFILE,,HELP_YOUTHPROFILE,,,,,,,,,,,,,,,,,,,,,,,
HELP_YOUTHNEG,,HELP_YOUTHNEG,,,,,,,,,,,,,,,,,,,,,,,
HELP_EMPLOYEEPROFILE,,HELP_EMPLOYEEPROFILE,,,,,,,,,,,,,,,,,,,,,,,
HELP_EMPLOYEENEG,,HELP_EMPLOYEENEG,,,,,,,,,,,,,,,,,,,,,,,
HELP_PLAYERSTATUS,,HELP_PLAYERSTATUS,,,,,,,,,,,,,,,,,,,,,,,
HELP_MANAGERPROFILE,,HELP_MANAGERPROFILE,,,,,,,,,,,,,,,,,,,,,,,
HELP_TRANSFERREQUEST,,HELP_TRANSFERREQUEST,,,,,,,,,,,,,,,,,,,,,,,
HELP_PLAYERNEG,,HELP_PLAYERNEG,,,,,,,,,,,,,,,,,,,,,,,
HELP_PLAYERLOANNEG,,HELP_PLAYERLOANNEG,,,,,,,,,,,,,,,,,,,,,,,
HELP_CLUBTRANSFERNEG,,HELP_CLUBTRANSFERNEG,,,,,,,,,,,,,,,,,,,,,,,
HELP_RELEASEPLAYER,,HELP_RELEASEPLAYER,,,,,,,,,,,,,,,,,,,,,,,
HELP_MONTHLYAWARDS,,HELP_MONTHLYAWARDS,,,,,,,,,,,,,,,,,,,,,,,
HELP_TEAMOFWEEK,,HELP_TEAMOFWEEK,,,,,,,,,,,,,,,,,,,,,,,
HELP_ARRANGEFRIENDLY,,HELP_ARRANGEFRIENDLY,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Lot Check Messages,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
USED_ON_GRAPHIC_DSREADWRITE_ERROR,For DS read & write errors. ,The save data could not be accessed. Please turn the power off and reinsert the DS Card.,Impossible d'accéder à la sauvegarde existante. Veuillez éteindre la console et réinsérer la carte DS.,Impossibile accedere ai dati salvati. Spegnere la console e inserire di nuovo la scheda DS.,Zugriff auf Speicherdaten nicht möglich. Bitte das System ausschalten und DS-Karte erneut einsetzen.,No se puede acceder a los datos guardados. Apaga la DS y reinserta la tarjeta DS.,,,,,,,,,,,,,,,,,,,
USED_ON_GRAPHIC_DSCORRUPT_ERROR,"For DS ""corrupt save-data"" errors. ",The save data is corrupted and will be deleted. Touch the Touch Screen to continue.,Les données sont corrompues et seront supprimées. Touche l'écran tactile pour continuer.,I dati sono danneggiati e verranno eliminati. Tocca lo touch screen per continuare.,Daten sind beschädigt und werden gelöscht. Zum Fortfahren bitte Touchscreen berühren.,Los datos guardados están dañados y se eliminarán. Toca la pantalla tactil para continuar.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,New locale ,,,,,,,,,,,,,,,,,,,,,,,,
GAME_EXISTS,,A game already exists. Are you sure you wish to start a new game?,,,,,,,,,,,,,,,,,,,,,,,
ABBR_POS,Position,Pos,,,,,,,,,,,,,,,,,,,,,,,
ABBR_PREV,Previous,Prev,,,,,,,,,,,,,,,,,,,,,,,
ABBR_GD,GD,GD,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
TICKER_SPEED,,Ticker Speed,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ABBR_APPEARANCES,Appearances,Apps.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
RESP_CONTRACT_HAPPY,Response to renegotiating a contract,%s is happy with his current contract.,,,,,,,,,,,,,,,,,,,,,,,
RESP_CONTRACT_CONTENT,Response to renegotiating a contract,%s doesn't feel the need to renegotiate at this time.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
PROMOTE_YOUTH,,Promote Youth,,,,,,,,,,,,,,,,,,,,,,,
APPROACH_CLUB_LOAN,,Loan In Player,,,,,,,,,,,,,,,,,,,,,,,
RECEIVEOFFERFORPLAYER,,Receive Offer,,,,,,,,,,,,,,,,,,,,,,,
MATCH_SUMMARY,,Match Summary,,,,,,,,,,,,,,,,,,,,,,,
MOTM_NOT_AWARDED,Displayed on the monthly awards screen when the award hasnt been won,Manager Of The Month Award is not set,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
OPTIONS_GENERAL,General options tab,General,,,,,,,,,,,,,,,,,,,,,,,
OPTIONS_SOUND,Sound options tab,Sound,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
USE_OFFSIDETRAP,,Use Offside Trap,,,,,,,,,,,,,,,,,,,,,,,
WAGES,,Wages,,,,,,,,,,,,,,,,,,,,,,,
JOB,,Job,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
REJECT_BIDS_BELOW,Transfer status screen,Reject Bids Below,,,,,,,,,,,,,,,,,,,,,,,
REJECT_ALL_BIDS,,Reject All Bids,,,,,,,,,,,,,,,,,,,,,,,
AVAIL_FOR_LOAN,,Available For Loan,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
FILTER_1,,Filter 1,,,,,,,,,,,,,,,,,,,,,,,
FILTER_2,,Filter 2,,,,,,,,,,,,,,,,,,,,,,,
FILTER_3,,Filter 3,,,,,,,,,,,,,,,,,,,,,,,
FILTER_4,,Filter 4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INC_LISTED,Transfer list edit screen,Inc. Listed,,,,,,,,,,,,,,,,,,,,,,,
INC_INJURED,Inc. is short for Included,Inc. Injured,,,,,,,,,,,,,,,,,,,,,,,
INC_NONLISTED,,Inc. Non Listed,,,,,,,,,,,,,,,,,,,,,,,
INC_SUSPENDED,,Inc. Suspended,,,,,,,,,,,,,,,,,,,,,,,
INC_LOANLISTED,,Inc. Loan Listed,,,,,,,,,,,,,,,,,,,,,,,
INC_OUTOFCONTRACT,,Inc. Out Of Contract,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NUM_SEARCH_RESULTS,,%d results,,,,,,,,,,,,,,,,,,,,,,,
ANY,,Any,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
SAVE,,Save,,,,,,,,,,,,,,,,,,,,,,,
SAVE_CAPS,,SAVE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
AVAILABILITY,,Availability,,,,,,,,,,,,,,,,,,,,,,,
LOANED_IN_SEASON,,On loan until the end of the season.,,,,,,,,,,,,,,,,,,,,,,,
LOANED_IN_1WEEK,,On loan until the end of the week.,,,,,,,,,,,,,,,,,,,,,,,
LOANED_IN,,On Loan for %d weeks.,,,,,,,,,,,,,,,,,,,,,,,
FULLY_AVAILABLE,,Fully available,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
QUESTION_ACCEPT_LOANOFFER,"Upon receiving a loan offer, do you accept?",Are you sure you wish to loan %s to %s?,,,,,,,,,,,,,,,,,,,,,,,
REFUSED_BID,,You have refused to accept the bid,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
REFUSED_CONTRACT,,Contract refused,,,,,,,,,,,,,,,,,,,,,,,
NEGOTIATIONS_CANCELLED,,Negotiations cancelled,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
LENGTH_WEEKS,,Length (Weeks),,,,,,,,,,,,,,,,,,,,,,,
LENGTH_SEASONS,,Length (Seasons),,,,,,,,,,,,,,,,,,,,,,,
,Negotiations,,,,,,,,,,,,,,,,,,,,,,,,
HIRE_EMPLOYEE,,Hire Employee,,,,,,,,,,,,,,,,,,,,,,,
NEGOTIATE_EMPLOYEE_CONTACT,,Negotiate Employee Contract,,,,,,,,,,,,,,,,,,,,,,,
SIGN_ON_FEE,,Sign On Fee,,,,,,,,,,,,,,,,,,,,,,,
YOUTH_NEGOTIATIONS,,Promote Youth Negotiations,,,,,,,,,,,,,,,,,,,,,,,
NEGOTIATE_PLAYER_CONTACT,,Negotiate Player Contract,,,,,,,,,,,,,,,,,,,,,,,
NEGOTIATE_PLAYER_OUTOFCONTRACT,,Negotiate Out Of Contract Player,,,,,,,,,,,,,,,,,,,,,,,
NEGOTIATE_PLAYER_NOTOWNED,,Negotiate Not Owned Player Contract,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BACK,,Back,,,,,,,,,,,,,,,,,,,,,,,
VIEW,,View,,,,,,,,,,,,,,,,,,,,,,,
VIEW_CAPS,,VIEW,,,,,,,,,,,,,,,,,,,,,,,
RESULTONLY_CAPS,,RESULT ONLY,,,,,,,,,,,,,,,,,,,,,,,
RESULTONLY,,Result Only,,,,,,,,,,,,,,,,,,,,,,,
VS,versus abbreviation,VS,,,,,,,,,,,,,,,,,,,,,,,
HOME_CAPS,,HOME,,,,,,,,,,,,,,,,,,,,,,,
AWAY_CAPS,,AWAY,,,,,,,,,,,,,,,,,,,,,,,
NUMBER_ABBR,number abbreviation,No.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
REPORT_NOT_AVAILABLE,,No Report Available,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
MDAY_CORNERS,Duplicate,CORNERS,,,,,,,,,,,,,,,,,,,,,,,
MDAY_FREEKICKS,,FREE KICKS,,,,,,,,,,,,,,,,,,,,,,,
MDAY_SHOTSONTARGET,,SHOTS ON TARGET,,,,,,,,,,,,,,,,,,,,,,,
MDAY_SHOTSOFFTARGET,,SHOTS OFF TARGET,,,,,,,,,,,,,,,,,,,,,,,
MDAY_OFFSIDE,,OFFSIDE,,,,,,,,,,,,,,,,,,,,,,,
MDAY_YELLOWCARDS,,YELLOW CARDS,,,,,,,,,,,,,,,,,,,,,,,
MDAY_REDCARDS,,RED CARDS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NUM_GAMES,Num short for Number,Num Games,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BOARDCONFIDENCE_SH,BOARDCONFIDENCE but with out the %d%,Board Confidence,,,,,,,,,,,,,,,,,,,,,,,
FANSCONFIDENCE_SH,FANCONFIDENCE but with out the %d%%,Fans Confidence,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NO_MANAGER_SET,,No Manager Set,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,SCREEN50HEADER separated out,,,,,,,,,,,,,,,,,,,,,,,,
ABBR_PLAYED,P for played,P,,,,,,,,,,,,,,,,,,,,,,,
ABBR_WON,W for won,W,,,,,,,,,,,,,,,,,,,,,,,
ABBR_DRAWN,D for drawn,D,,,,,,,,,,,,,,,,,,,,,,,
ABBR_LOST,L for lost,L,,,,,,,,,,,,,,,,,,,,,,,
ABBR_FOR,F for For,F,,,,,,,,,,,,,,,,,,,,,,,
ABBR_AGAINST,A fpr Aganst,A,,,,,,,,,,,,,,,,,,,,,,,
ABBR_PTS,Abbreviation for Points,Pts,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
RED,Short for Red card,Red,,,,,,,,,,,,,,,,,,,,,,,
ABBR_YELLOW,Short for Yellow card. But Yel due to space,Yel,,,,,,,,,,,,,,,,,,,,,,,
OVERALL,,Overall,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
DISCIPLINE,,Discipline,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CLUB_VS,,%s VS %s,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
YELLOW,,Yellow,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
SELECT_LANGUAGE,,Select a language,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
AVAILABLE,,Available,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NOTNEGOTIATECONTRACT,,%s will not negotiate a new contract,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ABBR_COACH,,C,,,,,,,,,,,,,,,,,,,,,,,
ABBR_PHYSIO,,P,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
NOT_DRAWN,"Cup Fixtures, dates/clubs/fixtures not drawn",Not Drawn,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ATTENDENCE_EXT,,%s\n%s\nAttendance: %d,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
VENUE_NOCOLON,Duplicate of VENUE with the colon removed,Venue,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_CLUB,Helper text for side menus,Club Menu,,,,,,,,,,,,,,,,,,,,,,,
MENU_COMPETITION,,Competition Menu,,,,,,,,,,,,,,,,,,,,,,,
MENU_ADMIN,,Admin Menu,,,,,,,,,,,,,,,,,,,,,,,
MENU_GAME,,Game Menu,,,,,,,,,,,,,,,,,,,,,,,
MENU_MATCH,,Match Menu,,,,,,,,,,,,,,,,,,,,,,,
MENU_NEWSSTATUS,,News/Status,,,,,,,,,,,,,,,,,,,,,,,
MENU_SQUAD,,Squad,,,,,,,,,,,,,,,,,,,,,,,
MENU_TACTICS,,Tactics,,,,,,,,,,,,,,,,,,,,,,,
MENU_TRAINING,,Training,,,,,,,,,,,,,,,,,,,,,,,
MENU_CLUBFIXTURES,,Club Fixtures,,,,,,,,,,,,,,,,,,,,,,,
MENU_LEAGUEFIXTURES,,League Fixtures,,,,,,,,,,,,,,,,,,,,,,,
MENU_LEAGUETABLE,,League Tables,,,,,,,,,,,,,,,,,,,,,,,
MENU_CUPFIXTURES,,Cup Fixtures,,,,,,,,,,,,,,,,,,,,,,,
MENU_CUPSCHEDULE,,Cup Schedule,,,,,,,,,,,,,,,,,,,,,,,
MENU_LEADINGPLAYERS,,Leading Player Tables,,,,,,,,,,,,,,,,,,,,,,,
MENU_MOTM,,Manager of the Month,,,,,,,,,,,,,,,,,,,,,,,
MENU_TRANSFERLIST,,Transfer List,,,,,,,,,,,,,,,,,,,,,,,
MENU_CLUBRECORDS,,Club Records,,,,,,,,,,,,,,,,,,,,,,,
MENU_ACCOUNTS,,Accounts,,,,,,,,,,,,,,,,,,,,,,,
MENU_WAGES,,Wages / Contracts,,,,,,,,,,,,,,,,,,,,,,,
MENU_JOBCENTRE,,Job Centre,,,,,,,,,,,,,,,,,,,,,,,
MENU_YOUTHSQUAD,,Youth Squad,,,,,,,,,,,,,,,,,,,,,,,
MENU_SAVEGAME,,Save Game,,,,,,,,,,,,,,,,,,,,,,,
MENU_OPTIONS,,Options,,,,,,,,,,,,,,,,,,,,,,,
MENU_BACK,,Back to main menu,,,,,,,,,,,,,,,,,,,,,,,
MENU_TEAMS,,Teams,,,,,,,,,,,,,,,,,,,,,,,
MENU_SUBS,,Substitutes,,,,,,,,,,,,,,,,,,,,,,,
MENU_LATESTSCORES,,Latest scores,,,,,,,,,,,,,,,,,,,,,,,
MENU_MATCHSLOWDOWN,,Decrease Match Speed,,,,,,,,,,,,,,,,,,,,,,,
MENU_MATCHSPEEDUP,,Increase Match Speed,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Commentary variants,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY1_VARIANT1,"Penalty, scored by %s (%s).",%s (%s) scored a goal!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY10_VARIANT1,,"%s (%s) is correctly given a red card, that was a bad challenge.",,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY11_VARIANT1,,%s (%s) has been sent off for a very rash challenge.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY12_VARIANT1,,%s (%s) is sent walking back to the dressing room by the ref. He had to after that reckless challenge.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY13_VARIANT1,,The ref shows a red card to %s (%s). That could be for the challenge or the dissent that followed!,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY14_VARIANT1,,The ref reaches into his pocket for his red card. %s (%s) has been sent off.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY15_VARIANT1,,Another late challenge by %s (%s) - the ref has no choice but to send him off.,,,,,,,,,,,,,,,,,,,,,,,
COMMENTARY16_VARIANT1,,"Oh no! Goal for %s, %s put into his own net!",,,,,,,,,,,,,,,,,,,,,,,
